Company,Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Trans_type,Gear_num
FERRARI,Roma Spider,3.9,8.0,2WD,Gasoline,small car,6,17,22,19,4,No,467,AutoMan,8
FERRARI,SF90 Spider,3.9,8.0,4WD,Gasoline/Electricity,small car,3,42,46,44,4,No,414,AutoMan,8
FERRARI,SF90 Stradale,3.9,8.0,4WD,Gasoline/Electricity,small car,3,51,51,51,5,No,403,AutoMan,8
FORD,Edge,2.0,4.0,4WD,Gasoline,small SUV,6,21,28,23,5,No,380,Auto,8
FORD,Edge,2.0,4.0,4WD,Gasoline,small SUV,6,21,28,23,5,No,380,SemiAuto,8
FORD,Edge,2.7,6.0,4WD,Gasoline,small SUV,5,19,25,21,4,No,418,SemiAuto,8
FORD,Expedition,3.5,6.0,2WD,Gasoline,standard SUV,6,17,23,19,4,No,462,SemiAuto,10
FORD,Expedition,3.5,6.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,485,SemiAuto,10
FORD,Expedition Timberline,3.5,6.0,4WD,Gasoline,standard SUV,6,16,19,17,3,No,523,SemiAuto,10
FORD,Mustang,2.3,4.0,2WD,Gasoline,small car,7,22,33,26,5,No,341,Auto,10
FORD,Mustang,5.0,8.0,2WD,Gasoline,small car,5,14,23,17,3,No,515,Man,6
FORD,Mustang,5.0,8.0,2WD,Gasoline,small car,5,15,24,18,4,No,492,SemiAuto,10
FORD,Mustang Dark Horse,5.0,8.0,2WD,Gasoline,small car,5,14,22,17,3,No,535,Man,6
FORD,Mustang Dark Horse,5.0,8.0,2WD,Gasoline,small car,5,14,22,17,3,No,524,SemiAuto,10
FORD,Mustang Performance Pack,2.3,4.0,2WD,Gasoline,small car,7,21,29,24,5,No,368,SemiAuto,10
GENESIS,G80,2.5,4.0,4WD,Gasoline,large car,5,22,30,25,5,No,361,SemiAuto,8
GENESIS,G80,3.5,6.0,4WD,Gasoline,large car,5,17,25,19,4,No,460,SemiAuto,8
GENESIS,G90,3.5,6.0,4WD,Gasoline,large car,5,18,26,21,4,No,426,SemiAuto,8
GENESIS,G90 MHEV,3.5,6.0,4WD,Gasoline,large car,5,17,24,20,4,No,441,SemiAuto,8
GENESIS,GV70,2.5,4.0,4WD,Gasoline,small SUV,5,19,26,22,5,No,408,SemiAuto,8
GENESIS,GV70,2.5,4.0,4WD,Gasoline,small SUV,5,22,28,24,5,No,369,SemiAuto,8
GENESIS,GV70,3.5,6.0,4WD,Gasoline,small SUV,5,18,24,20,4,No,441,SemiAuto,8
GENESIS,GV80,2.5,4.0,4WD,Gasoline,standard SUV,5,20,24,22,5,No,408,SemiAuto,8
GENESIS,GV80,3.5,6.0,4WD,Gasoline,standard SUV,5,18,23,20,4,No,448,SemiAuto,8
GMC,Canyon,2.7,4.0,4WD,Gasoline,pickup,7,18,22,19,4,No,468,Auto,8
GMC,Sierra,2.7,4.0,2WD,Gasoline,pickup,7,17,21,19,4,No,470,Auto,8
GMC,Sierra,2.7,4.0,2WD,Gasoline,pickup,7,18,22,20,4,No,450,Auto,8
GMC,Sierra,2.7,4.0,4WD,Gasoline,pickup,7,17,18,17,3,No,513,Auto,8
GMC,Sierra,2.7,4.0,4WD,Gasoline,pickup,7,17,20,18,4,No,488,Auto,8
GMC,Sierra,3.0,6.0,2WD,Diesel,pickup,5,23,29,25,5,No,399,Auto,10
GMC,Sierra,3.0,6.0,4WD,Diesel,pickup,5,23,27,24,4,No,416,Auto,10
GMC,Sierra,5.3,8.0,2WD,Ethanol/Gas,pickup,5,16,20,18,4,No,496,Auto,10
GMC,Sierra,5.3,8.0,2WD,Gasoline,pickup,7,15,19,16,3,No,546,Auto,10
GMC,Sierra,5.3,8.0,2WD,Gasoline,pickup,7,16,20,18,4,No,506,Auto,10
GMC,Sierra,5.3,8.0,2WD,Gasoline,pickup,7,16,21,18,4,No,495,Auto,10
GMC,Sierra,5.3,8.0,2WD,Gasoline,special purpose,7,14,17,15,2,No,580,Auto,10
GMC,Sierra,5.3,8.0,4WD,Ethanol/Gas,pickup,5,15,19,17,3,No,524,Auto,10
GMC,Sierra,5.3,8.0,4WD,Gasoline,pickup,7,15,19,16,3,No,546,Auto,10
GMC,Sierra,5.3,8.0,4WD,Gasoline,pickup,7,15,19,17,3,No,533,Auto,10
GMC,Sierra,5.3,8.0,4WD,Gasoline,pickup,7,15,20,17,3,No,511,Auto,10
GMC,Sierra,5.3,8.0,4WD,Gasoline,special purpose,7,14,17,15,2,No,580,Auto,10
GMC,Sierra,6.2,8.0,4WD,Gasoline,pickup,6,15,19,16,3,No,539,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,2.7,4.0,4WD,Gasoline,pickup,7,16,17,16,3,No,542,Auto,8
GMC,Sierra 4WD Mud Terrain Tires,3.0,6.0,4WD,Diesel,pickup,5,21,23,22,4,No,471,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,5.3,8.0,4WD,Ethanol/Gas,pickup,5,15,19,17,3,No,524,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,5.3,8.0,4WD,Gasoline,pickup,7,15,18,16,3,No,553,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,5.3,8.0,4WD,Gasoline,pickup,7,15,18,16,3,No,558,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,5.3,8.0,4WD,Gasoline,pickup,7,15,19,16,3,No,546,Auto,10
GMC,Sierra 4WD Mud Terrain Tires,6.2,8.0,4WD,Gasoline,pickup,6,14,17,15,2,No,590,Auto,10
GMC,Sierra AT4X,3.0,6.0,4WD,Diesel,pickup,5,19,20,19,3,No,524,Auto,10
GMC,Sierra AT4X,6.2,8.0,4WD,Gasoline,pickup,6,14,16,15,2,No,601,Auto,10
GMC,Terrain,1.5,4.0,2WD,Gasoline,small SUV,7,24,29,26,5,No,342,Auto,9
GMC,Terrain,1.5,4.0,4WD,Gasoline,small SUV,7,23,28,25,5,No,356,Auto,9
HONDA,Accord,1.5,4.0,2WD,Gasoline,large car,7,29,37,32,6,No,277,CVT,0
HONDA,Accord,2.0,4.0,2WD,Gasoline,large car,7,51,44,48,8,Yes,184,CVT,0
HONDA,Accord Sport/Touring,2.0,4.0,2WD,Gasoline,midsize car,7,46,41,44,8,Yes,201,CVT,0
HONDA,CR-V,1.5,4.0,2WD,Gasoline,small SUV,7,28,34,30,6,No,290,CVT,0
HONDA,CR-V,1.5,4.0,4WD,Gasoline,small SUV,6,27,32,29,6,No,305,CVT,0
HONDA,CR-V,2.0,4.0,2WD,Gasoline,small SUV,7,43,36,40,7,No,223,CVT,0
HONDA,CR-V,2.0,4.0,4WD,Gasoline,small SUV,7,40,34,37,7,No,237,CVT,0
HONDA,Civic 4Dr,1.5,4.0,2WD,Gasoline,midsize car,7,33,42,36,7,No,243,CVT,0
HONDA,Civic 4Dr,1.5,4.0,2WD,Gasoline,midsize car,6,27,37,31,6,No,285,Man,6
HONDA,Civic 4Dr,1.5,4.0,2WD,Gasoline,midsize car,7,31,38,34,7,No,260,SCV,7
HONDA,Civic 4Dr,2.0,4.0,2WD,Gasoline,midsize car,7,31,40,35,7,No,254,CVT,0
HONDA,Civic 4Dr,2.0,4.0,2WD,Gasoline,midsize car,7,30,37,33,6,No,266,SCV,7
HONDA,Civic 5Dr,1.5,4.0,2WD,Gasoline,large car,7,31,39,35,7,No,258,CVT,0
HONDA,Civic 5Dr,1.5,4.0,2WD,Gasoline,large car,6,28,37,31,6,No,282,Man,6
HONDA,Civic 5Dr,1.5,4.0,2WD,Gasoline,large car,7,30,37,33,6,No,267,SCV,7
HONDA,Civic 5Dr,2.0,4.0,2WD,Gasoline,large car,7,30,38,33,6,No,269,CVT,0
HONDA,Civic 5Dr,2.0,4.0,2WD,Gasoline,large car,6,26,36,29,6,No,304,Man,6
HONDA,Civic 5Dr,2.0,4.0,2WD,Gasoline,large car,7,29,37,32,6,No,277,SCV,7
HONDA,HR-V,2.0,4.0,2WD,Gasoline,station wagon,7,26,32,28,6,No,309,CVT,0
HONDA,HR-V,2.0,4.0,4WD,Gasoline,station wagon,7,25,30,27,5,No,326,CVT,0
HONDA,Odyssey,3.5,6.0,2WD,Gasoline,minivan,5,19,28,22,5,No,394,SemiAuto,10
HONDA,Pilot,3.5,6.0,2WD,Gasoline,small SUV,7,19,27,22,5,No,402,SemiAuto,10
HONDA,Pilot,3.5,6.0,4WD,Gasoline,standard SUV,7,19,25,21,4,No,415,SemiAuto,10
HONDA,Pilot AWD Touring/Elite/Black,3.5,6.0,4WD,Gasoline,standard SUV,7,19,25,21,4,No,422,SemiAuto,10
HONDA,Pilot AWD TrailSport,3.5,6.0,4WD,Gasoline,standard SUV,7,18,23,20,4,No,442,SemiAuto,10
HYUNDAI,Elantra,2.0,4.0,2WD,Gasoline,midsize car,7,31,40,34,7,No,257,SCV,1
HYUNDAI,Elantra,2.0,4.0,2WD,Gasoline,midsize car,7,32,41,36,7,No,246,SCV,1
HYUNDAI,Kona,1.6,4.0,2WD,Gasoline,small SUV,7,26,32,28,6,No,312,SemiAuto,8
HYUNDAI,Kona,1.6,4.0,4WD,Gasoline,small SUV,7,24,29,26,5,No,337,SemiAuto,8
HYUNDAI,Kona,2.0,4.0,2WD,Gasoline,small SUV,7,28,35,31,6,No,288,SCV,1
HYUNDAI,Kona,2.0,4.0,2WD,Gasoline,small SUV,7,29,34,31,6,No,284,SCV,1
HYUNDAI,Kona,2.0,4.0,4WD,Gasoline,small SUV,7,26,29,27,5,No,323,SCV,1
HYUNDAI,Kona,2.0,4.0,4WD,Gasoline,small SUV,7,27,29,28,6,No,319,SCV,1
HYUNDAI,Palisade,3.8,6.0,2WD,Gasoline,small SUV,6,19,26,22,5,No,404,SemiAuto,8
HYUNDAI,Palisade,3.8,6.0,4WD,Gasoline,small SUV,6,19,24,21,4,No,420,SemiAuto,8
HYUNDAI,Santa Cruz,2.5,4.0,4WD,Gasoline,small SUV,5,19,27,22,5,No,403,AMS,8
HYUNDAI,Santa Cruz,2.5,4.0,2WD,Gasoline,small SUV,5,22,26,23,5,No,381,SemiAuto,8
HYUNDAI,Santa Cruz,2.5,4.0,4WD,Gasoline,small SUV,5,21,25,23,5,No,390,SemiAuto,8
HYUNDAI,Sonata,2.5,4.0,2WD,Gasoline,large car,7,25,36,29,6,No,305,SemiAuto,8
HYUNDAI,Sonata,2.5,4.0,4WD,Gasoline,large car,7,25,34,28,6,No,316,SemiAuto,8
HYUNDAI,Tuscon,2.5,4.0,2WD,Gasoline,small SUV,7,25,32,28,6,No,323,SemiAuto,8
HYUNDAI,Tuscon,2.5,4.0,4WD,Gasoline,small SUV,7,23,29,25,5,No,349,SemiAuto,8
HYUNDAI,Tuscon Hybrid,1.6,4.0,4WD,Gasoline,small SUV,7,37,36,37,7,No,245,AMS,6
HYUNDAI,Tuscon Hybrid Blue,1.6,4.0,4WD,Gasoline,small SUV,7,38,38,38,7,No,238,AMS,6
HYUNDAI,Tuscon Plug-in Hybrid,1.6,4.0,4WD,Gasoline/Electricity,small SUV,7,87,74,80,9,Yes,100,AMS,6
HYUNDAI,Venue,1.6,4.0,2WD,Gasoline,small SUV,5,29,33,31,6,No,291,SCV,1
INFINITI,QX50,2.0,4.0,2WD,Gasoline,small SUV,6,23,29,26,5,No,343,SCV,8
INFINITI,QX50,2.0,4.0,4WD,Gasoline,small SUV,6,22,28,25,5,No,357,SCV,8
INFINITI,QX55,2.0,4.0,4WD,Gasoline,small SUV,6,22,28,25,5,No,364,SCV,8
INFINITI,QX60,3.5,6.0,2WD,Gasoline,standard SUV,5,21,26,23,5,No,387,SemiAuto,9
INFINITI,QX60,3.5,6.0,4WD,Gasoline,standard SUV,5,20,25,22,5,No,405,SemiAuto,9
INFINITI,QX80,5.6,8.0,2WD,Gasoline,standard SUV,5,14,20,16,3,No,552,SemiAuto,7
INFINITI,QX80,5.6,8.0,4WD,Gasoline,standard SUV,5,13,19,15,2,No,593,SemiAuto,7
JAGUAR,E-Pace,2.0,4.0,4WD,Gasoline,small SUV,7,20,26,23,5,No,398,SemiAuto,9
JAGUAR,F-Pace,2.0,4.0,4WD,Gasoline,small SUV,7,22,27,24,5,No,376,SemiAuto,8
JAGUAR,F-Pace P400 MHEV,3.0,6.0,4WD,Gasoline,small SUV,7,19,25,21,4,No,420,SemiAuto,8
JAGUAR,F-Pace SVR,5.0,8.0,4WD,Gasoline,small SUV,3,15,21,17,3,No,518,SemiAuto,8
JAGUAR,F-Type P450 Convertible,5.0,8.0,2WD,Gasoline,small car,3,17,24,19,4,No,460,SemiAuto,8
JAGUAR,F-Type P450 Coupe,5.0,8.0,2WD,Gasoline,small car,3,17,24,19,4,No,460,SemiAuto,8
JAGUAR,F-Type P450 R-Dynamic Conv,5.0,8.0,4WD,Gasoline,small car,3,16,24,18,4,No,481,SemiAuto,8
JAGUAR,F-Type P450 R-Dynamic Coupe,5.0,8.0,4WD,Gasoline,small car,3,16,24,18,4,No,481,SemiAuto,8
JAGUAR,F-Type R Convertible,5.0,8.0,4WD,Gasoline,small car,3,16,24,18,4,No,481,SemiAuto,8
JAGUAR,F-Type R Coupe,5.0,8.0,4WD,Gasoline,small car,3,16,24,18,4,No,481,SemiAuto,8
JAGUAR,XF P250,2.0,4.0,2WD,Gasoline,midsize car,7,23,30,26,5,No,346,SemiAuto,8
JAGUAR,XF P300,2.0,4.0,4WD,Gasoline,midsize car,7,21,29,24,5,No,372,SemiAuto,8
JEEP,Compass,2.0,4.0,4WD,Gasoline,small SUV,7,24,32,27,5,No,330,Auto,8
JEEP,Grand Cherokee,2.0,4.0,4WD,Gasoline/Electricity,standard SUV,7,57,56,56,8,Yes,177,Auto,8
JEEP,Grand Cherokee,3.6,6.0,2WD,Gasoline,standard SUV,7,19,26,22,5,No,407,Auto,8
JEEP,Grand Cherokee,3.6,6.0,4WD,Gasoline,standard SUV,7,19,26,22,5,No,413,Auto,8
JEEP,Grand Cherokee L,3.6,6.0,2WD,Gasoline,standard SUV,7,19,26,21,4,No,416,Auto,8
JEEP,Grand Cherokee L,3.6,6.0,4WD,Gasoline,standard SUV,7,18,25,21,4,No,430,Auto,8
JEEP,Grand Wagoneer,3.0,6.0,4WD,Gasoline,standard SUV,5,14,20,17,3,No,537,Auto,8
JEEP,Grand Wagoneer,6.4,8.0,4WD,Gasoline,standard SUV,1,13,18,15,2,No,602,Auto,8
JEEP,Grand Wagoneer L,3.0,6.0,4WD,Gasoline,standard SUV,5,14,20,17,3,No,537,Auto,8
JEEP,Wagoneer,3.0,6.0,2WD,Gasoline,standard SUV,7,17,24,20,4,No,453,Auto,8
JEEP,Wagoneer,3.0,6.0,4WD,Gasoline,standard SUV,7,16,23,19,4,No,472,Auto,8
JEEP,Wagoneer L,3.0,6.0,2WD,Gasoline,standard SUV,7,17,24,20,4,No,453,Auto,8
JEEP,Wagoneer L,3.0,6.0,4WD,Gasoline,standard SUV,7,16,23,19,4,No,476,Auto,8
JEEP,Wrangler,2.0,4.0,4WD,Gasoline,small SUV,7,20,20,20,4,No,436,Auto,8
JEEP,Wrangler,2.0,4.0,4WD,Gasoline,small SUV,7,20,21,21,4,No,433,Auto,8
JEEP,Wrangler,3.6,6.0,4WD,Gasoline,small SUV,7,18,23,20,4,No,451,Auto,8
JEEP,Wrangler,3.6,6.0,4WD,Gasoline,small SUV,7,18,24,20,4,No,437,Auto,8
JEEP,Wrangler,3.6,6.0,4WD,Gasoline,small SUV,7,16,22,19,4,No,476,Man,6
JEEP,Wrangler,3.6,6.0,4WD,Gasoline,small SUV,7,17,23,19,4,No,462,Man,6
JEEP,Wrangler,6.4,8.0,4WD,Gasoline,small SUV,1,13,16,14,2,No,633,Auto,8
JEEP,Wrangler 4xe,2.0,4.0,4WD,Gasoline/Electricity,small SUV,7,52,45,49,7,No,230,Auto,8
JEEP,Wrangler Rubicon 2dr 4X4,3.6,6.0,4WD,Gasoline,small SUV,7,16,20,18,4,No,501,Auto,8
JEEP,Wrangler Rubicon 4dr 4X4,3.6,6.0,4WD,Gasoline,small SUV,7,16,19,17,3,No,518,Auto,8
KIA,Carnival,3.5,6.0,2WD,Gasoline,minivan,5,19,26,22,5,No,408,SemiAuto,8
KIA,Forte,1.6,4.0,2WD,Gasoline,midsize car,5,27,35,30,6,No,296,AMS,7
KIA,Forte,1.6,4.0,2WD,Gasoline,midsize car,5,22,31,26,5,No,348,Man,6
KIA,Forte,2.0,4.0,2WD,Gasoline,midsize car,7,28,39,32,6,No,277,CVT,0
KIA,Forte FE,2.0,4.0,2WD,Gasoline,midsize car,7,30,41,34,7,No,261,CVT,0
KIA,K5,1.6,4.0,2WD,Gasoline,large car,5,27,37,31,6,No,293,SemiAuto,8
KIA,K5,1.6,4.0,4WD,Gasoline,large car,5,25,33,28,6,No,316,SemiAuto,8
KIA,K5,2.5,4.0,2WD,Gasoline,large car,5,24,32,27,5,No,332,AMS,8
KIA,Niro,1.6,4.0,2WD,Gasoline,small SUV,7,53,45,49,8,Yes,181,AMS,6
KIA,Niro FE,1.6,4.0,2WD,Gasoline,small SUV,7,53,54,53,8,Yes,167,AMS,6
KIA,Niro Plug-in Hybrid,1.6,4.0,2WD,Gasoline/Electricity,small SUV,7,114,102,108,10,Yes,70,AMS,6
KIA,Seltos,1.6,4.0,4WD,Gasoline,small SUV,5,25,27,26,5,No,343,SemiAuto,8
KIA,Seltos,2.0,4.0,2WD,Gasoline,small SUV,7,28,34,31,6,No,288,SCV,8
KIA,Seltos,2.0,4.0,4WD,Gasoline,small SUV,7,27,31,29,6,No,309,SCV,8
KIA,Sorento Hybrid,1.6,4.0,2WD,Gasoline,small SUV,7,39,35,37,7,No,242,AMS,6
KIA,Sorento Hybrid,1.6,4.0,4WD,Gasoline,small SUV,7,36,33,34,7,No,262,AMS,6
KIA,Sorento Plug-in Hybrid,1.6,4.0,4WD,Gasoline/Electricity,small SUV,7,83,75,79,9,Yes,105,AMS,6
KIA,Soul,2.0,4.0,2WD,Gasoline,station wagon,7,27,33,30,6,No,302,CVT,0
KIA,Soul Eco dynamics,2.0,4.0,2WD,Gasoline,station wagon,7,29,35,31,6,No,287,CVT,0
KIA,Sportage,2.5,4.0,2WD,Gasoline,small SUV,7,25,33,28,6,No,315,SemiAuto,8
KIA,Sportage,2.5,4.0,4WD,Gasoline,small SUV,7,23,26,25,5,No,363,SemiAuto,8
KIA,Sportage X-pro,2.5,4.0,4WD,Gasoline,small SUV,7,23,30,26,5,No,344,SemiAuto,8
KIA,Telluride,3.8,6.0,2WD,Gasoline,small SUV,6,20,26,22,5,No,398,SemiAuto,8
KIA,Telluride,3.8,6.0,4WD,Gasoline,small SUV,6,18,24,20,4,No,442,SemiAuto,8
LAMBORGHINI,Huracan Coupe,5.2,10.0,2WD,Gasoline,small car,1,13,18,15,2,No,596,AMS,7
LAMBORGHINI,Huracan Spyder,5.2,10.0,4WD,Gasoline,small car,1,13,18,15,2,No,604,AMS,7
LAMBORGHINI,Huracan Sterrato,5.2,10.0,4WD,Gasoline,small car,1,13,18,15,2,No,604,AMS,7
LAMBORGHINI,Revuelto,6.5,12.0,4WD,Gasoline,small car,3,10,17,12,1,No,753,AMS,8
LAMBORGHINI,Urus Performante,4.0,8.0,4WD,Gasoline,station wagon,3,14,19,16,3,No,554,SemiAuto,8
LAMBORGHINI,Urus S,4.0,8.0,4WD,Gasoline,standard SUV,3,14,19,16,3,No,554,SemiAuto,8
LAND,ROVER Defender 110,2.0,4.0,4WD,Gasoline,standard SUV,7,18,20,19,4,No,474,SemiAuto,8
LAND,ROVER Defender 110,5.0,8.0,4WD,Gasoline,standard SUV,3,14,19,16,3,No,563,SemiAuto,8
LAND,ROVER Defender 110 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,20,18,4,No,484,SemiAuto,8
LAND,ROVER Defender 130 Outbound,3.0,6.0,4WD,Gasoline,standard SUV,7,16,18,17,3,No,529,SemiAuto,8
LAND,ROVER Defender 130 P300 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,20,18,4,No,489,SemiAuto,8
LAND,ROVER Defender 130 P400 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,20,18,4,No,491,SemiAuto,8
LAND,ROVER Defender 90,2.0,4.0,4WD,Gasoline,standard SUV,7,18,21,19,4,No,465,SemiAuto,8
LAND,ROVER Defender 90,5.0,8.0,4WD,Gasoline,standard SUV,3,15,19,16,3,No,545,SemiAuto,8
LAND,ROVER Defender 90 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,18,22,20,4,No,453,SemiAuto,8
LAND,ROVER Discovery,2.0,4.0,4WD,Gasoline,standard SUV,7,19,24,21,4,No,421,SemiAuto,8
LAND,ROVER Discovery MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,23,19,4,No,457,SemiAuto,8
LAND,ROVER Discovery Sport,2.0,4.0,4WD,Gasoline,small SUV,7,19,23,20,4,No,437,SemiAuto,9
LAND,ROVER Range Rover Evoque,2.0,4.0,4WD,Gasoline,small SUV,7,20,27,22,5,No,398,SemiAuto,9
LAND,ROVER Range Rover LWB MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,501,SemiAuto,8
LAND,ROVER Range Rover MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,23,19,4,No,477,SemiAuto,8
LAND,ROVER Range Rover P360 LWB MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,24,20,4,No,445,SemiAuto,8
LAND,ROVER Range Rover P360 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,17,24,20,4,No,445,SemiAuto,8
LAND,ROVER Range Rover P400 LWB MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,18,24,20,4,No,445,SemiAuto,8
LAND,ROVER Range Rover P400 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,18,24,20,4,No,445,SemiAuto,8
LAND,ROVER Range Rover SV LWB MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,501,SemiAuto,8
LAND,ROVER Range Rover SV MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,501,SemiAuto,8
LAND,ROVER Range Rover Sport MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,23,19,4,No,477,SemiAuto,8
LAND,ROVER Range Rover Sport P360 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,18,24,21,4,No,434,SemiAuto,8
LAND,ROVER Range Rover Sport P400 MHEV,3.0,6.0,4WD,Gasoline,standard SUV,7,19,25,21,4,No,421,SemiAuto,8
LAND,ROVER Range Rover Sport SVR MHEV,4.4,8.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,497,SemiAuto,8
LAND,ROVER Range Rover Velar,2.0,4.0,4WD,Gasoline,small SUV,7,22,26,23,5,No,381,SemiAuto,8
LAND,ROVER Range Rover Velar P340 MHEV,3.0,6.0,4WD,Gasoline,small SUV,7,19,26,22,5,No,407,SemiAuto,8
LAND,ROVER Range Rover Velar P400 MHEV,3.0,6.0,4WD,Gasoline,small SUV,7,19,25,21,4,No,420,SemiAuto,8
LEXUS,ES 250,2.5,4.0,4WD,Gasoline,midsize car,6,25,34,28,6,No,315,SemiAuto,8
LEXUS,ES 300h,2.5,4.0,2WD,Gasoline,midsize car,7,43,44,44,8,Yes,202,SCV,6
LEXUS,ES 350,3.5,6.0,2WD,Gasoline,midsize car,5,22,32,26,5,No,346,SemiAuto,8
LEXUS,ES 350 F Sport,3.5,6.0,2WD,Gasoline,midsize car,5,22,31,25,5,No,352,SemiAuto,8
LEXUS,LC 500,5.0,8.0,2WD,Gasoline,small car,5,16,24,18,4,No,481,SemiAuto,10
LEXUS,LC 500 Convertible,5.0,8.0,2WD,Gasoline,small car,5,15,25,18,4,No,489,SemiAuto,10
LEXUS,LC 500h,3.5,6.0,2WD,Gasoline,small car,7,26,33,29,6,No,304,SCV,10
LEXUS,NX 250,2.5,4.0,2WD,Gasoline,small SUV,6,26,33,28,6,No,311,SemiAuto,8
LEXUS,NX 250,2.5,4.0,4WD,Gasoline,small SUV,6,25,32,28,6,No,318,SemiAuto,8
LEXUS,NX 350,2.4,4.0,4WD,Gasoline,small SUV,7,21,28,24,5,No,370,SemiAuto,8
LEXUS,NX 350 F Sport,2.4,4.0,4WD,Gasoline,small SUV,7,21,28,24,5,No,370,SemiAuto,8
LEXUS,NX 350h,2.5,4.0,4WD,Gasoline,small SUV,7,41,37,39,7,No,225,SCV,6
LEXUS,NX 450h+,2.5,4.0,4WD,Gasoline/Electricity,small SUV,7,93,75,84,10,Yes,87,SCV,6
LEXUS,RX 350,2.4,4.0,2WD,Gasoline,small SUV,7,22,29,25,5,No,353,SemiAuto,8
LEXUS,RX 350,2.4,4.0,4WD,Gasoline,small SUV,7,21,28,24,5,No,371,SemiAuto,8
LEXUS,RX 350h,2.5,4.0,4WD,Gasoline,small SUV,7,37,34,36,7,No,243,SCV,6
LEXUS,RX 450h+,2.5,4.0,4WD,Gasoline/Electricity,small SUV,7,91,75,83,10,Yes,89,SCV,6
LEXUS,RX 500h,2.4,4.0,4WD,Gasoline,small SUV,7,27,28,27,5,No,320,SCV,6
LEXUS,TX 350,2.4,4.0,2WD,Gasoline,standard SUV,7,21,27,23,5,No,378,SemiAuto,8
LEXUS,TX 350,2.4,4.0,4WD,Gasoline,standard SUV,7,20,26,23,5,No,387,SemiAuto,8
LEXUS,TX 500h,2.4,4.0,4WD,Gasoline,standard SUV,7,27,28,27,5,No,322,SemiAuto,6
LEXUS,UX 250h,2.0,4.0,2WD,Gasoline,small car,7,43,41,42,7,No,209,SCV,6
LEXUS,UX 250h,2.0,4.0,4WD,Gasoline,small car,7,41,38,39,7,No,225,SCV,6
LINCOLN,Navigator,3.5,6.0,4WD,Gasoline,standard SUV,6,16,22,18,4,No,498,SemiAuto,10
MASERATI,Ghibli GT,3.0,6.0,2WD,Gasoline,midsize car,3,18,25,20,4,No,436,Auto,8
MASERATI,Ghibli Modena,3.0,6.0,2WD,Gasoline,midsize car,3,18,25,20,4,No,436,Auto,8
MASERATI,Ghibli Modena,3.0,6.0,4WD,Gasoline,midsize car,3,17,25,20,4,No,457,Auto,8
MASERATI,Ghibli Trofeo,3.8,8.0,2WD,Gasoline,midsize car,1,13,20,16,3,No,560,Auto,8
MASERATI,Ghibli Trofeo,3.8,8.0,2WD,Gasoline,midsize car,3,13,20,16,3,No,560,Auto,8
MASERATI,Granturismo Modena,3.0,6.0,4WD,Gasoline,small car,5,18,27,21,4,No,412,Auto,8
MASERATI,Granturismo Trofeo,3.0,6.0,4WD,Gasoline,small car,5,18,27,21,4,No,412,Auto,8
MASERATI,Grecale GT,2.0,4.0,4WD,Gasoline,small SUV,5,22,29,25,5,No,351,Auto,8
MASERATI,Grecale Modena,2.0,4.0,4WD,Gasoline,small SUV,5,22,29,25,5,No,351,Auto,8
MASERATI,Grecale Trofeo,3.0,6.0,4WD,Gasoline,small SUV,5,18,25,20,4,No,432,Auto,8
MASERATI,Levante GT,3.0,6.0,4WD,Gasoline,standard SUV,3,16,22,18,4,No,495,Auto,8
MASERATI,Levante Modena,3.0,6.0,4WD,Gasoline,standard SUV,3,16,22,18,4,No,495,Auto,8
MASERATI,Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,1,13,20,16,3,No,562,Auto,8
MASERATI,Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,3,13,20,16,3,No,562,Auto,8
MASERATI,Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,1,13,20,16,3,No,562,Auto,8
MASERATI,Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,3,13,20,16,3,No,562,Auto,8
