Company,Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2,Trans_type,Gear_num
MASERATI,Quattroporte GT,3.0,6.0,2WD,Gasoline,large car,3,16,25,19,4,No,453,Auto,8
MASERATI,Quattroporte Modena,3.0,6.0,2WD,Gasoline,large car,3,16,25,19,4,No,453,Auto,8
MASERATI,Quattroporte Modena,3.0,6.0,4WD,Gasoline,large car,3,17,25,20,4,No,457,Auto,8
MASERATI,Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,1,13,20,16,3,No,560,Auto,8
MASERATI,Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,3,13,20,16,3,No,560,Auto,8
MAZDA,3,2.5,4.0,2WD,Gasoline,midsize car,7,26,36,30,6,No,296,Man,6
MAZDA,3,2.5,4.0,2WD,Gasoline,midsize car,7,27,35,30,6,No,294,SemiAuto,6
MAZDA,3,2.5,4.0,4WD,Gasoline,midsize car,7,26,33,29,6,No,311,SemiAuto,6
MAZDA,3,2.5,4.0,4WD,Gasoline,midsize car,5,23,31,26,5,No,337,SemiAuto,6
MAZDA,CX-30,2.5,4.0,4WD,Gasoline,small SUV,7,26,33,29,6,No,309,SemiAuto,6
MAZDA,CX-30,2.5,4.0,4WD,Gasoline,small SUV,5,22,30,25,5,No,353,SemiAuto,6
MAZDA,CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,7,26,31,28,6,No,320,SemiAuto,6
MAZDA,CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,5,22,27,24,5,No,370,SemiAuto,6
MAZDA,CX-50,2.5,4.0,4WD,Gasoline,small SUV,7,24,30,27,5,No,335,SemiAuto,6
MAZDA,CX-50,2.5,4.0,4WD,Gasoline,small SUV,5,23,29,25,5,No,356,SemiAuto,6
MAZDA,CX-90,2.5,4.0,4WD,Gasoline/Electricity,standard SUV,7,53,61,56,8,Yes,168,SemiAuto,8
MAZDA,CX-90,3.3,6.0,4WD,Gasoline,standard SUV,6,23,28,25,5,No,358,SemiAuto,8
MAZDA,CX-90,3.3,6.0,4WD,Gasoline,standard SUV,6,24,28,25,5,No,354,SemiAuto,8
MERCEDES-BENZ,AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,7,18,22,20,4,No,454,Auto,9
MERCEDES-BENZ,AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,7,18,23,20,4,No,439,Auto,9
MERCEDES-BENZ,AMG GLE63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,15,19,16,3,No,539,Auto,9
MERCEDES-BENZ,AMG GLS63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,14,18,16,3,No,564,Auto,9
MERCEDES-BENZ,AMG GT 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,19,24,21,4,No,421,Auto,9
MERCEDES-BENZ,AMG GT43 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,19,24,21,4,No,421,Auto,9
MERCEDES-BENZ,C300,2.0,4.0,2WD,Gasoline,small car,8,26,36,30,6,No,300,Auto,9
MERCEDES-BENZ,GLC 300,2.0,4.0,2WD,Gasoline,small SUV,7,24,32,27,5,No,326,Auto,9
MERCEDES-BENZ,GLC 300 4Matic,2.0,4.0,4WD,Gasoline,small SUV,7,24,30,26,5,No,340,Auto,9
MERCEDES-BENZ,GLC 300 4Matic,2.0,4.0,4WD,Gasoline,small SUV,7,24,32,27,5,No,331,Auto,9
MERCEDES-BENZ,GLE 450e 4MATIC,2.0,4.0,4WD,Gasoline/Electricity,standard SUV,7,55,61,58,9,Yes,101,Auto,9
MERCEDES-BENZ,GLE 580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,15,20,17,3,No,534,Auto,9
MERCEDES-BENZ,GLE350,2.0,4.0,2WD,Gasoline,small SUV,7,21,28,24,5,No,369,Auto,9
MERCEDES-BENZ,GLE350 4Matic,2.0,4.0,4WD,Gasoline,small SUV,7,20,27,23,5,No,384,Auto,9
MERCEDES-BENZ,GLE450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,7,19,26,22,5,No,406,Auto,9
MERCEDES-BENZ,GLS450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,7,19,24,21,4,No,428,Auto,9
MERCEDES-BENZ,GLS580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,14,20,16,3,No,554,Auto,9
MERCEDES-BENZ,GLS600 4Matic Maybach,4.0,8.0,4WD,Gasoline,standard SUV,5,14,19,16,3,No,574,Auto,9
MERCEDES-BENZ,S580 4Matic,4.0,8.0,4WD,Gasoline,large car,5,18,27,21,4,No,418,Auto,9
MERCEDES-BENZ,S580 4Matic Maybach,4.0,8.0,4WD,Gasoline,large car,5,18,26,21,4,No,428,Auto,9
MINI,Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,29,38,32,6,No,274,AMS,7
MINI,Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,27,38,31,6,No,283,Man,6
MINI,Cooper Countryman,1.5,3.0,2WD,Gasoline,midsize car,7,26,32,28,6,No,312,AMS,7
MINI,Cooper Countryman All4,1.5,3.0,4WD,Gasoline,midsize car,7,23,31,26,5,No,337,SemiAuto,8
MINI,Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,29,38,32,6,No,274,AMS,7
MINI,Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,27,38,31,6,No,283,Man,6
MINI,Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,25,35,29,6,No,307,AMS,7
MINI,Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,22,32,25,5,No,348,Man,6
MINI,Cooper S Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,7,23,32,27,5,No,332,SemiAuto,8
MINI,Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,27,36,30,6,No,293,AMS,7
MINI,Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,23,33,27,5,No,329,Man,6
MINI,Cooper S Countryman,2.0,4.0,2WD,Gasoline,midsize car,7,24,33,28,6,No,321,AMS,7
MINI,Cooper S Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,7,23,31,26,5,No,341,SemiAuto,8
MINI,Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,28,38,31,6,No,280,AMS,7
MINI,Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,23,33,27,5,No,330,Man,6
MINI,JCW Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,3,24,30,26,5,No,338,SemiAuto,8
MINI,John Cooper Works Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,3,23,31,26,5,No,339,SemiAuto,8
MINI,John Cooper Works Convertible,2.0,4.0,2WD,Gasoline,small car,7,25,33,28,6,No,316,SemiAuto,8
MINI,John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,22,32,26,5,No,345,Man,6
MINI,John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,26,35,29,6,No,299,SemiAuto,8
MITSUBISHI,Eclipse Cross,1.5,4.0,2WD,Gasoline,small SUV,5,25,28,26,5,No,339,SCV,8
MITSUBISHI,Eclipse Cross,1.5,4.0,4WD,Gasoline,small SUV,5,25,26,25,5,No,353,SCV,8
MITSUBISHI,Eclipse Cross ES,1.5,4.0,4WD,Gasoline,small SUV,5,25,28,26,5,No,339,SCV,8
MITSUBISHI,Mirage,1.2,3.0,2WD,Gasoline,small car,5,36,43,39,7,No,227,CVT,0
MITSUBISHI,Mirage G4,1.2,3.0,2WD,Gasoline,small car,5,35,41,37,7,No,236,CVT,0
MITSUBISHI,Outlander,2.5,4.0,2WD,Gasoline,small SUV,7,24,31,27,5,No,331,SCV,8
MITSUBISHI,Outlander,2.5,4.0,4WD,Gasoline,small SUV,6,24,30,26,5,No,342,SCV,8
MITSUBISHI,Outlander PHEV,2.4,4.0,4WD,Gasoline/Electricity,standard SUV,7,67,61,64,9,Yes,115,Auto,1
MITSUBISHI,Outlander Sport,2.0,4.0,2WD,Gasoline,small SUV,5,24,30,27,5,No,333,SCV,6
MITSUBISHI,Outlander Sport,2.0,4.0,4WD,Gasoline,small SUV,5,23,29,26,5,No,343,SCV,6
MITSUBISHI,Outlander Sport,2.4,4.0,4WD,Gasoline,small SUV,5,23,28,25,5,No,350,SCV,6
NISSAN,Altima,2.5,4.0,2WD,Gasoline,midsize car,7,27,39,32,6,No,282,CVT,0
NISSAN,Altima,2.5,4.0,4WD,Gasoline,midsize car,7,26,36,30,6,No,300,CVT,0
NISSAN,Altima SL/SR,2.5,4.0,2WD,Gasoline,midsize car,7,27,37,31,6,No,287,CVT,0
NISSAN,Altima SR,2.0,4.0,2WD,Gasoline,midsize car,6,25,34,29,6,No,311,SCV,8
NISSAN,Frontier,3.8,6.0,2WD,Gasoline,pickup,5,18,24,21,4,No,437,SemiAuto,9
NISSAN,Frontier,3.8,6.0,4WD,Gasoline,pickup,5,18,23,20,4,No,438,SemiAuto,9
NISSAN,Frontier PRO-4X,3.8,6.0,4WD,Gasoline,pickup,5,18,22,19,4,No,469,SemiAuto,9
NISSAN,GT-R,3.8,6.0,4WD,Gasoline,small car,3,16,22,18,4,No,493,AMS,6
NISSAN,Kicks,1.6,4.0,2WD,Gasoline,midsize car,7,31,36,33,6,No,269,CVT,0
NISSAN,Murano,3.5,6.0,2WD,Gasoline,station wagon,5,20,28,23,5,No,388,SCV,7
NISSAN,Murano,3.5,6.0,4WD,Gasoline,station wagon,5,20,28,23,5,No,393,SCV,7
NISSAN,Pathfinder,3.5,6.0,2WD,Gasoline,small SUV,5,20,27,23,5,No,388,SemiAuto,9
NISSAN,Pathfinder,3.5,6.0,4WD,Gasoline,small SUV,5,21,27,23,5,No,379,SemiAuto,9
NISSAN,Pathfinder 4WD Platinum,3.5,6.0,4WD,Gasoline,standard SUV,5,20,25,22,5,No,400,SemiAuto,9
NISSAN,Pathfinder 4WD Rock Creek,3.5,6.0,4WD,Gasoline,small SUV,5,20,23,21,4,No,418,SemiAuto,9
NISSAN,Sentra,2.0,4.0,2WD,Gasoline,midsize car,7,30,40,34,7,No,262,CVT,0
NISSAN,Sentra SR,2.0,4.0,2WD,Gasoline,midsize car,7,30,38,33,6,No,270,CVT,0
NISSAN,Titan,5.6,8.0,2WD,Gasoline,pickup,3,15,21,17,3,No,510,SemiAuto,9
NISSAN,Titan,5.6,8.0,4WD,Gasoline,pickup,3,15,21,17,3,No,519,SemiAuto,9
NISSAN,Titan Pro-4X,5.6,8.0,4WD,Gasoline,pickup,3,14,20,16,3,No,546,SemiAuto,9
NISSAN,Versa,1.6,4.0,2WD,Gasoline,small car,7,32,40,35,7,No,254,CVT,0
NISSAN,Versa,1.6,4.0,2WD,Gasoline,small car,7,27,35,30,6,No,296,Man,5
NISSAN,Z,3.0,6.0,2WD,Gasoline,small car,5,18,24,20,4,No,435,Man,6
NISSAN,Z,3.0,6.0,2WD,Gasoline,small car,5,19,28,22,5,No,405,SemiAuto,9
NISSAN,Z NISMO,3.0,6.0,2WD,Gasoline,small car,5,17,24,19,4,No,469,SemiAuto,9
PORSCHE,718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,21,27,24,5,No,375,AMS,7
PORSCHE,718 Boxster,2.0,4.0,2WD,Gasoline,small car,1,20,25,22,5,No,409,Man,6
PORSCHE,718 Boxster GTS 4.0,4.0,6.0,2WD,Gasoline,small car,5,19,24,21,4,No,418,AMS,7
PORSCHE,718 Boxster GTS 4.0,4.0,6.0,2WD,Gasoline,small car,5,17,24,19,4,No,458,Man,6
PORSCHE,718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,19,25,22,5,No,410,AMS,7
PORSCHE,718 Boxster S,2.5,4.0,2WD,Gasoline,small car,1,19,24,21,4,No,423,Man,6
PORSCHE,718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,21,27,24,5,No,375,AMS,7
PORSCHE,718 Cayman,2.0,4.0,2WD,Gasoline,small car,1,20,25,22,5,No,409,Man,6
PORSCHE,718 Cayman GTS 4.0,4.0,6.0,2WD,Gasoline,small car,5,19,24,21,4,No,418,AMS,7
PORSCHE,718 Cayman GTS 4.0,4.0,6.0,2WD,Gasoline,small car,5,17,24,19,4,No,458,Man,6
PORSCHE,718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,19,25,22,5,No,410,AMS,7
PORSCHE,718 Cayman S,2.5,4.0,2WD,Gasoline,small car,1,19,24,21,4,No,423,Man,6
PORSCHE,718 GT4 RS,4.0,6.0,2WD,Gasoline,small car,3,15,19,16,3,No,544,AMS,7
PORSCHE,911 Carrera,3.0,6.0,2WD,Gasoline,small car,5,18,24,20,4,No,443,AMS,8
PORSCHE,911 Carrera 4,3.0,6.0,4WD,Gasoline,small car,5,18,24,20,4,No,442,AMS,8
PORSCHE,911 Carrera 4 Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,18,24,20,4,No,443,AMS,8
PORSCHE,911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,17,23,19,4,No,464,AMS,8
PORSCHE,911 Carrera 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,17,23,19,4,No,465,Man,7
PORSCHE,911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,17,22,19,4,No,463,AMS,8
PORSCHE,911 Carrera 4 GTS Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,16,23,19,4,No,477,Man,7
PORSCHE,911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,18,23,20,4,No,443,AMS,8
PORSCHE,911 Carrera 4S,3.0,6.0,4WD,Gasoline,small car,5,17,25,20,4,No,442,Man,7
PORSCHE,911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,18,23,20,4,No,439,AMS,8
PORSCHE,911 Carrera 4S Cabriolet,3.0,6.0,4WD,Gasoline,small car,5,17,24,20,4,No,452,Man,7
PORSCHE,911 Carrera Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,18,24,20,4,No,443,AMS,8
PORSCHE,911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,17,23,19,4,No,465,AMS,8
PORSCHE,911 Carrera GTS,3.0,6.0,2WD,Gasoline,small car,5,17,24,20,4,No,444,Man,7
PORSCHE,911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,17,23,19,4,No,465,AMS,8
PORSCHE,911 Carrera GTS Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,17,24,20,4,No,448,Man,7
PORSCHE,911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,18,23,20,4,No,441,AMS,8
PORSCHE,911 Carrera S,3.0,6.0,2WD,Gasoline,small car,5,18,25,21,4,No,425,Man,7
PORSCHE,911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,18,23,20,4,No,439,AMS,8
PORSCHE,911 Carrera S Cabriolet,3.0,6.0,2WD,Gasoline,small car,5,17,25,20,4,No,443,Man,7
PORSCHE,911 Carrera T,3.0,6.0,2WD,Gasoline,small car,5,18,24,20,4,No,444,AMS,8
PORSCHE,911 Carrera T,3.0,6.0,2WD,Gasoline,small car,5,17,25,20,4,No,443,Man,7
PORSCHE,911 Dakar,3.0,6.0,4WD,Gasoline,small car,5,16,24,19,4,No,472,AMS,8
PORSCHE,911 GT3,4.0,6.0,2WD,Gasoline,small car,3,14,18,16,3,No,571,AMS,7
PORSCHE,911 GT3,4.0,6.0,2WD,Gasoline,small car,3,13,19,15,2,No,573,Man,6
PORSCHE,911 GT3 RS,4.0,6.0,2WD,Gasoline,small car,3,14,18,16,3,No,570,AMS,7
PORSCHE,911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,14,18,16,3,No,571,AMS,7
PORSCHE,911 GT3 Touring,4.0,6.0,2WD,Gasoline,small car,3,13,19,15,2,No,573,Man,6
PORSCHE,911 Targa 4,3.0,6.0,4WD,Gasoline,small car,5,18,24,20,4,No,442,AMS,8
PORSCHE,911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,17,22,19,4,No,461,AMS,8
PORSCHE,911 Targa 4 GTS,3.0,6.0,4WD,Gasoline,small car,5,16,23,19,4,No,477,Man,7
PORSCHE,911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,18,23,20,4,No,442,AMS,8
PORSCHE,911 Targa 4S,3.0,6.0,4WD,Gasoline,small car,5,17,24,20,4,No,447,Man,7
PORSCHE,911 Turbo,3.7,6.0,4WD,Gasoline,small car,5,14,21,17,3,No,534,AMS,8
PORSCHE,911 Turbo Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,14,20,16,3,No,546,AMS,8
PORSCHE,911 Turbo S,3.7,6.0,4WD,Gasoline,small car,5,14,20,16,3,No,556,AMS,8
PORSCHE,911 Turbo S Cabriolet,3.7,6.0,4WD,Gasoline,small car,5,14,20,16,3,No,549,AMS,8
PORSCHE,Cayenne,3.0,6.0,4WD,Gasoline,standard SUV,5,17,23,19,4,No,469,SemiAuto,8
PORSCHE,Cayenne S,4.0,8.0,4WD,Gasoline,standard SUV,3,15,21,17,3,No,521,SemiAuto,8
PORSCHE,Macan,2.0,4.0,4WD,Gasoline,small SUV,5,19,25,21,4,No,424,AMS,7
PORSCHE,Macan GTS,2.9,6.0,4WD,Gasoline,small SUV,5,17,22,19,4,No,466,AMS,7
PORSCHE,Macan S,2.9,6.0,4WD,Gasoline,small SUV,5,17,23,19,4,No,466,AMS,7
PORSCHE,Macan T,2.0,4.0,4WD,Gasoline,small SUV,5,19,25,21,4,No,417,AMS,7
RAM,1500,3.6,6.0,2WD,Gasoline,pickup,7,20,25,22,5,No,407,Auto,8
RAM,1500,3.6,6.0,4WD,Gasoline,pickup,7,19,24,21,4,No,417,Auto,8
RAM,1500,5.7,8.0,2WD,Gasoline,pickup,5,18,23,20,4,No,443,Auto,8
RAM,1500,5.7,8.0,4WD,Gasoline,pickup,5,18,22,19,4,No,456,Auto,8
RAM,1500 HFE,3.6,6.0,2WD,Gasoline,pickup,7,20,26,23,5,No,394,Auto,8
RAM,1500 TRX,6.2,8.0,4WD,Gasoline,pickup,1,10,14,12,1,No,748,Auto,8
ROLLS-ROYCE,Cullinan,6.7,12.0,4WD,Gasoline,station wagon,3,12,19,14,2,No,627,SemiAuto,8
ROLLS-ROYCE,Cullinan Black Badge,6.7,12.0,4WD,Gasoline,station wagon,3,12,19,14,2,No,627,SemiAuto,8
ROLLS-ROYCE,Ghost,6.7,12.0,4WD,Gasoline,large car,3,12,19,14,2,No,624,SemiAuto,8
ROLLS-ROYCE,Ghost Black Badge,6.7,12.0,4WD,Gasoline,large car,3,12,19,14,2,No,624,SemiAuto,8
ROLLS-ROYCE,Ghost Extended,6.7,12.0,4WD,Gasoline,large car,3,12,19,14,2,No,624,SemiAuto,8
ROLLS-ROYCE,Phantom,6.7,12.0,2WD,Gasoline,large car,3,12,18,14,2,No,639,SemiAuto,8
ROLLS-ROYCE,Phantom Extended,6.7,12.0,2WD,Gasoline,large car,3,12,18,14,2,No,639,SemiAuto,8
SUBARU,ASCENT LIMITED/TOURING/ONYX EDITION,2.4,4.0,4WD,Gasoline,standard SUV,5,19,25,21,4,No,419,SCV,8
SUBARU,Ascent,2.4,4.0,4WD,Gasoline,standard SUV,5,20,26,22,5,No,398,SCV,8
SUBARU,CROSSTREK WILDERNESS,2.5,4.0,4WD,Gasoline,small SUV,7,25,29,27,5,No,332,SCV,8
SUBARU,Crosstrek,2.0,4.0,4WD,Gasoline,small SUV,7,27,34,29,6,No,300,SCV,8
SUBARU,Crosstrek,2.5,4.0,4WD,Gasoline,small SUV,7,26,33,29,6,No,305,SCV,8
SUBARU,Forester,2.5,4.0,4WD,Gasoline,small SUV,7,26,33,29,6,No,310,SCV,8
SUBARU,Forester Wilderness,2.5,4.0,4WD,Gasoline,small SUV,7,25,28,26,5,No,338,SCV,8
SUBARU,Impreza,2.0,4.0,4WD,Gasoline,station wagon,7,27,34,30,6,No,297,SCV,8
SUBARU,Impreza,2.5,4.0,4WD,Gasoline,station wagon,7,26,33,29,6,No,306,SCV,8
SUBARU,Legacy,2.4,4.0,4WD,Gasoline,midsize car,6,23,31,26,5,No,337,SCV,8
SUBARU,Legacy,2.5,4.0,4WD,Gasoline,midsize car,7,27,35,30,6,No,295,SCV,8
SUBARU,Outback AWD,2.4,4.0,4WD,Gasoline,small SUV,6,22,29,25,5,No,356,SCV,8
SUBARU,Outback AWD,2.5,4.0,4WD,Gasoline,small SUV,7,26,32,28,6,No,314,SCV,8
SUBARU,Outback Wilderness,2.4,4.0,4WD,Gasoline,small SUV,6,21,26,23,5,No,378,SCV,8
TOYOTA,Camry,3.5,6.0,2WD,Gasoline,midsize car,5,22,33,26,5,No,338,SemiAuto,8
TOYOTA,Camry Hybrid LE,2.5,4.0,2WD,Gasoline,midsize car,7,51,53,52,8,Yes,170,SCV,6
TOYOTA,Camry Hybrid SE/XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,44,47,46,8,Yes,195,SCV,6
TOYOTA,Camry LE/SE,2.5,4.0,2WD,Gasoline,midsize car,7,28,39,32,6,No,280,SemiAuto,8
TOYOTA,Camry LE/SE,2.5,4.0,4WD,Gasoline,midsize car,6,25,34,29,6,No,310,SemiAuto,8
TOYOTA,Camry TRD,3.5,6.0,2WD,Gasoline,midsize car,5,22,31,25,5,No,354,SemiAuto,8
TOYOTA,Camry XLE/XSE,2.5,4.0,2WD,Gasoline,midsize car,7,27,38,31,6,No,286,SemiAuto,8
TOYOTA,Camry XLE/XSE,2.5,4.0,4WD,Gasoline,midsize car,6,25,34,28,6,No,315,SemiAuto,8
TOYOTA,Camry XSE,3.5,6.0,2WD,Gasoline,midsize car,5,22,32,26,5,No,345,SemiAuto,8
TOYOTA,GR Corolla,1.6,3.0,4WD,Gasoline,small car,5,21,28,24,5,No,368,Man,6
TOYOTA,Grand Highlander AWD LE/XLE,2.4,4.0,4WD,Gasoline,standard SUV,7,21,27,23,5,No,379,SemiAuto,8
TOYOTA,Grand Highlander AWD Limited/Platinum,2.4,4.0,4WD,Gasoline,standard SUV,7,20,26,22,5,No,400,SemiAuto,8
TOYOTA,Grand Highlander Hybrid,2.4,4.0,4WD,Gasoline,standard SUV,7,26,27,27,5,No,332,SemiAuto,6
TOYOTA,Grand Highlander Hybrid,2.5,4.0,2WD,Gasoline,standard SUV,7,37,34,36,7,No,246,SCV,6
TOYOTA,Grand Highlander Hybrid,2.5,4.0,4WD,Gasoline,standard SUV,7,36,32,34,7,No,259,SCV,6
TOYOTA,Grand Highlander Hybrid Limited,2.5,4.0,2WD,Gasoline,standard SUV,7,36,32,34,7,No,256,SCV,6
TOYOTA,Grand Highlander LE/XLE,2.4,4.0,2WD,Gasoline,standard SUV,7,21,28,24,5,No,371,SemiAuto,8
TOYOTA,Grand Highlander Limited,2.4,4.0,2WD,Gasoline,standard SUV,7,21,28,24,5,No,366,SemiAuto,8
TOYOTA,Prius,2.0,4.0,2WD,Gasoline,midsize car,7,57,56,57,8,Yes,155,CVT,0
TOYOTA,Prius,2.0,4.0,4WD,Gasoline,midsize car,7,53,54,54,8,Yes,163,CVT,0
TOYOTA,Prius Prime,2.0,4.0,2WD,Gasoline/Electricity,midsize car,7,125,103,114,10,Yes,60,CVT,0
TOYOTA,Prius Prime SE,2.0,4.0,2WD,Gasoline/Electricity,midsize car,7,140,115,127,10,Yes,50,CVT,0
TOYOTA,Prius XLE/LTD,2.0,4.0,2WD,Gasoline,midsize car,7,52,52,52,8,Yes,169,CVT,0
TOYOTA,Prius XLE/LTD,2.0,4.0,4WD,Gasoline,midsize car,7,49,50,49,8,Yes,179,CVT,0
TOYOTA,Sequoia,3.4,6.0,2WD,Gasoline,standard SUV,5,21,24,22,5,No,395,SemiAuto,10
TOYOTA,Sequoia,3.4,6.0,4WD,Gasoline,standard SUV,5,19,22,20,4,No,439,SemiAuto,10
TOYOTA,Sienna,2.5,4.0,2WD,Gasoline,minivan,7,36,36,36,7,No,246,SCV,6
TOYOTA,Sienna,2.5,4.0,4WD,Gasoline,minivan,7,35,36,35,7,No,253,SCV,6
TOYOTA,Supra 2.0,2.0,4.0,2WD,Gasoline,small car,7,25,31,27,5,No,322,SemiAuto,8
TOYOTA,Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,19,27,21,4,No,411,Man,6
TOYOTA,Supra 3.0,3.0,6.0,2WD,Gasoline,small car,5,23,31,26,5,No,342,SemiAuto,8
TOYOTA,Tundra,3.4,6.0,2WD,Gasoline,pickup,5,20,24,22,5,No,408,SemiAuto,10
TOYOTA,Tundra,3.4,6.0,2WD,Gasoline,pickup,5,18,23,20,4,No,442,SemiAuto,10
TOYOTA,Tundra,3.4,6.0,2WD,Gasoline,pickup,5,18,23,20,4,No,449,SemiAuto,10
TOYOTA,Tundra,3.4,6.0,4WD,Gasoline,pickup,5,19,22,20,4,No,439,SemiAuto,10
TOYOTA,Tundra,3.4,6.0,4WD,Gasoline,pickup,5,17,22,19,4,No,460,SemiAuto,10
TOYOTA,Tundra,3.4,6.0,4WD,Gasoline,pickup,5,17,23,19,4,No,459,SemiAuto,10
TOYOTA,Tundra PRO,3.4,6.0,4WD,Gasoline,pickup,5,18,20,19,4,No,461,SemiAuto,10
VOLKSWAGEN,Arteon 4Motion,2.0,4.0,4WD,Gasoline,large car,5,22,30,25,5,No,361,AMS,7
VOLKSWAGEN,Atlas,2.0,4.0,2WD,Gasoline,small SUV,3,20,27,23,5,No,393,SemiAuto,8
VOLKSWAGEN,Atlas 4Motion Peak Edition,2.0,4.0,4WD,Gasoline,small SUV,3,18,24,20,4,No,435,SemiAuto,8
VOLKSWAGEN,Atlas Cross Sport,2.0,4.0,2WD,Gasoline,small SUV,3,20,27,23,5,No,393,SemiAuto,8
VOLKSWAGEN,Atlas Cross Sport 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,19,26,22,5,No,407,SemiAuto,8
VOLKSWAGEN,Atlas SE 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,19,26,22,5,No,407,SemiAuto,8
VOLKSWAGEN,Atlas SEL 4Motion,2.0,4.0,4WD,Gasoline,small SUV,3,19,25,21,4,No,422,SemiAuto,8
VOLKSWAGEN,GLI,2.0,4.0,2WD,Gasoline,small car,7,26,36,30,6,No,297,AMS,7
VOLKSWAGEN,GLI,2.0,4.0,2WD,Gasoline,small car,7,24,35,28,6,No,319,Man,6
VOLKSWAGEN,GTI,2.0,4.0,2WD,Gasoline,small car,5,24,33,27,5,No,323,AMS,7
VOLKSWAGEN,GTI,2.0,4.0,2WD,Gasoline,small car,5,23,34,27,5,No,327,Man,6
VOLKSWAGEN,Golf R,2.0,4.0,4WD,Gasoline,small car,5,22,31,25,5,No,349,AMS,7
VOLKSWAGEN,Golf R,2.0,4.0,4WD,Gasoline,small car,5,20,28,23,5,No,382,Man,6
VOLKSWAGEN,Jetta,1.5,4.0,2WD,Gasoline,small car,7,29,42,34,7,No,265,Man,6
VOLKSWAGEN,Jetta,1.5,4.0,2WD,Gasoline,small car,7,30,41,34,7,No,263,SemiAuto,8
VOLKSWAGEN,Jetta Sport/SE/SEL,1.5,4.0,2WD,Gasoline,small car,7,29,40,33,6,No,272,SemiAuto,8
VOLKSWAGEN,Taos,1.5,4.0,2WD,Gasoline,small SUV,7,28,36,31,6,No,286,SemiAuto,8
VOLKSWAGEN,Taos 4Motion,1.5,4.0,4WD,Gasoline,small SUV,7,24,32,27,5,No,329,AMS,7
VOLKSWAGEN,Tiguan,2.0,4.0,2WD,Gasoline,small SUV,7,23,30,26,5,No,345,SemiAuto,8
